, femr_1, femr_2, femr_3, femr_4, femr_5, femr_6, femr_7, femr_8, femr_9, femr_10, femr_11, femr_12, femr_13, femr_14, femr_15, femr_16, femr_17, femr_18, femr_19, femr_20, femr_21, femr_22, femr_23, femr_24, femr_25, femr_26, femr_27, femr_28, femr_29, femr_30, femr_31, femr_32, femr_33, femr_34, femr_35, femr_36, femr_37, femr_38, femr_39, femr_40, femr_41, femr_42, femr_43, femr_44, femr_45, femr_46, femr_47, femr_48, femr_49, femr_50, femr_51, femr_52, femr_53, femr_54, femr_55, femr_56, femr_57, femr_58, femr_59, femr_60, femr_61, femr_62, femr_63, femr_64, femr_65, femr_66, femr_67, femr_68, femr_69, femr_70, femr_71, femr_72, femr_73, femr_74, femr_75, femr_76, femr_77, femr_78, femr_79, femr_80, femr_81, femr_82, femr_83, femr_84, femr_85, femr_86, femr_87, femr_88, femr_89, femr_90, femr_91, femr_92, femr_93, femr_94, femr_95, femr_96, femr_97, femr_98, femr_99, femr_100, femr_101, femr_102, femr_103, femr_104, femr_105, femr_106, femr_107, femr_108, femr_109, femr_110, femr_111, femr_112, femr_113, femr_114, femr_115, femr_116, femr_117, femr_118, femr_119, femr_120, femr_121, femr_122, femr_123, femr_124, femr_125, femr_126, femr_127, femr_128, femr_129, femr_130, femr_131, femr_132, femr_133, femr_134, femr_135, femr_136, femr_137, femr_138, femr_139, femr_140, femr_141, femr_142, femr_143, femr_144, femr_145, femr_146, femr_147, femr_148, femr_149, femr_150, femr_151, femr_152, femr_153, femr_154, femr_155, femr_156, femr_157, femr_158, femr_159, femr_160, femr_161, femr_162, femr_163, femr_164, femr_165, femr_166, femr_167, femr_168, femr_169, femr_170, femr_171, femr_172, femr_173, femr_174, femr_175, femr_176, femr_177, femr_178, femr_179, femr_180, femr_181, femr_182, femr_183, femr_184, femr_185, femr_186, , overall
model, 0.08424261461208311, 0.015803179733866968, 0.025789557069423114, 0.05310838149468847, 0.05292854885239358, 0.05264926935193097, 0.05384434660076778, 0.05348001817533126, 0.11666602181736431, 0.05667549599865874, 0.06441162997404962, 0.06234916615206873, 0, 0, 0.06390385325635617, 0.07245334658382141, 0.03200307407560831, 0, 0.03233441113917402, 0, 0, 0.033118652767559445, 0.22736873837320715, 0.10711385523310786, 0, 0.039610529983208326, 0.1559367741511597, 0.0818860152770376, 0.0895334254203353, 0.08405232649045134, 0, 0.04272375887717552, 0.04364695454877089, 0.04423951586005187, 0.04910966653186423, 0, 0, 0, 0.06453076948559561, 0, 0, 0, 0, 0.2853330345088481, 0.15536925886667186, 0, 0.2003947229798699, 0, 0, 0.24933808962363618, 0, 0, 0, 0.24898628693403763, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.18932496307873506, 0, 0, 0.12706118071923655, 0, 0.11488015933044449, 0, 0, 0, 0, 0, 0, 0, 0.10577661229905436, 0, 0.12282754478696319, 0, 0.11822796089434222, 0, 0, 0.1260413152076264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20683853447020395, 0, 0, 0.2853520689816342, 0, 0.21356926265578513, 0, 0.20227952209493774, 0, 0, 0, 0, 0.24288091844667128, 0.2540271900134849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.28685086085668177, 0, 0.3298291062448705, 0.2678003697412088, 0, 0.24283379105633587, 0.23033319926157708, 0.26678492741001075, 0.25607209036540757, 0, 0, 0, 0, 0, 0, 0.29290597369579047, 0.27012101857292875, 0.23931217126641322, 0, 0, 0, 0, 0, 0.3075004375493366, 0.3508970571524228, 0, 0, 0, 0, 0.4400096701896706, 0, 0, 0.27082149988880894, 0, 0, 0, 0, 0, 0, 0, 0.29053159272639684, 0, 0, 0.33150066538504874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.07371553470871027
module, 0.036094756417873214, 0.03385530742062125, 0, 0, 0, 0, 0, 0, 0.06248369158428354, 0, 0, 0, 0.06420934877090566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1606313954274957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0032617493233942597
multi, 0.0843599561633253, 0, 0.08608493115850571, 0, 0.08833712172746185, 0.0878710075459234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.16263245737493992, 0.1787717568983921, 0, 0, 0.1301283154238204, 0, 0, 0, 0.20471592397890465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20777758331046856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3752093622672923, 0, 0.3862375341394631, 0.39464213546602095, 0.43047011590682244, 0, 0, 0, 0.43550769996272914, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3531224274948085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.021527545534402115
note, 0.027162333749933598, 0, 0.041576615327544406, 0.04280931894505259, 0.04266436041451437, 0.04243924029460797, 0.04340256174537649, 0.04310888584476897, 0.04702076016503646, 0, 0.051920580776982965, 0.05025808101549725, 0, 0, 0.051511274847319405, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.06600623943858552, 0.07217062273768501, 0.06775244794766141, 0, 0.06887707622901107, 0, 0.07132070272625742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.20319741295512203, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.011089947699540484
pair, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.48050862625297913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
partial, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5861148502835063, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
password, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.185711918528389, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.45040699255421474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0013046997293577039
patient, 0.17111147759978437, 0.2808664316216454, 0.24008920350785679, 0.2472075999275077, 0.24637051932668413, 0.24507053591398645, 0.2506333523677785, 0.27156816577282794, 0.22215851803577458, 0.26381171758982597, 0.218052134900724, 0.2110700939289364, 0.2790260367827281, 0.2902750914635166, 0.21633316276183318, 0.27593514980723205, 0.2979342585811852, 0.30200756427951236, 0.3010188579587542, 0.3252143272829468, 0.3007933909322611, 0.25226165094410796, 0.192427356798517, 0.18130580471598196, 0.2574458712151561, 0.2011397778056731, 0.19795928076318317, 0.17325501288417366, 0.22732254911587016, 0.1778385095401207, 0.20761772429336645, 0.18079046512844704, 0.22163648766011812, 0.18720456391464502, 0.24937579523720863, 0.242366342750736, 0.2398098926443958, 0.24835239605763343, 0.27306932107582166, 0.2639961957130945, 0.29871098324687934, 0.2931710547536303, 0.2661991565123438, 0.0804946215424951, 0.08766170179585626, 0.30266185554962083, 0.11306575429055388, 0.2499850561475141, 0.21909041216430733, 0, 0, 0.179741151297831, 0, 0.10536139096473048, 0.4208457123510389, 0.33782550571139414, 0, 0, 0, 0, 0.28137951913187714, 0.12256346347799246, 0.37218403520579746, 0.2885720631514287, 0.2785896413812958, 0.3808552258601784, 0.2975633599110135, 0, 0, 0, 0, 0.21506955909979705, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1790423262357079, 0.19026393358517607, 0.2079035135130253, 0.1958561803989905, 0.20011804769074246, 0.21828596453025748, 0, 0.21334328814369943, 0, 0.22084045984575545, 0, 0, 0, 0, 0, 0, 0, 0.3501043525768223, 0, 0, 0, 0, 0.361497090587751, 0.2870499608976225, 0.34238755995826786, 0.3581278552662872, 0, 0, 0, 0.20555566912094256, 0, 0, 0, 0, 0, 0.4526691410751155, 0.1978457522618755, 0, 0, 0, 0, 0, 0, 0.34005152583817616, 0.37054030355494083, 0, 0, 0, 0.45329113991370806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5739622367229416, 0, 0, 0, 0.6076060705969472, 0, 0, 0, 0, 0.2521230842842198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6851601786338198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.19172781432109515, 0, 0, 0, 0.2864810110642821, 0, 0.26161842423106424, 0, 0, , 0.30921383585777584
pdfcontroller, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10926725178554714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
pharmacies, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1196377153988958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0006523498646788519
pharmacy, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0804496832706321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6014516860306339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.0013046997293577039
photo, 0.08488283583578504, 0.0955396779083943, 0.10394220308007704, 0.10702398183332962, 0.10666158318926752, 0.1060987792900954, 0.10850709831939453, 0.10777290387234321, 0.05877632610964244, 0.0856593217978509, 0.0649011410457621, 0.0628230030531963, 0.09059939146415097, 0.09425194489743503, 0.06438950536152226, 0.036501986269937274, 0.09673886650512481, 0.09806146357087199, 0.13032057588486187, 0.09679694690768692, 0.09766722306320706, 0.10011103687543545, 0.06545619418862998, 0.07195192782462884, 0.10216841525531561, 0.03991155936239019, 0.07856092585673531, 0.1650166539586584, 0.04510692769191283, 0.08469110157558496, 0.04119695874291325, 0.08609689591801427, 0.04397865966951947, 0.08915144857493011, 0.04948288679511701, 0.04809202228256899, 0.04758475359961975, 0.04927981678304561, 0.19506355795670097, 0.05238396875842213, 0.05080484513996873, 0.04986261259757373, 0.05282109562448242, 0, 0, 0.06005627900300459, 0, 0.05952453671962172, 0.06521017438386313, 0, 0, 0.07133098890880255, 0, 0, 0.10020857424114424, 0.10055054404770379, 0, 0, 0, 0, 0.11166657837359877, 0, 0.11077703309288783, 0.1145209679999041, 0.11055940432109769, 0.11335793039963006, 0.11808919978657473, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10658048611608843, 0, 0.12376100110702065, 0, 0.11912646161334417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3382643567274483, 0, 0.6617267521395555, 0, 0, 0, 0, 0.8008825259269231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6821467541046768, 0, 0, 0, 0, , 0.0841531325435719
post, 0.02672273255682059, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.10303427979680291, 0.05662959140305422, 0, 0, 0.18549356213314946, 0.06493797991872095, 0.07100259748053003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1023495354809459, 0, 0, 0, 0, 0.2262773539828011, 0, 0, 0, 0, 0, 0.19773232098512358, 0, 0, 0, 0.1974533312710044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.15014017483846306, 0, 0, 0, 0, 0.1822065820255347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.19481159535865913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.32082703009369706, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4549620684058986, 0, 0, 0, 0, 0, 0, 0.4231363365321018, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5565430427603698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.5257792427433823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.016961096481650152
prescription, 0.16011278899992876, 0.21692495287967206, 0.245080113459934, 0.2523464851946536, 0.2514920035868697, 0.2501649964677447, 0.25584345125760166, 0.25411233095176816, 0.27717150964390685, 0.23937401315593868, 0.306054298251127, 0.2962544233223446, 0.2531789823813877, 0.2633860019472798, 0.3036415779541164, 0.30601317258446037, 0.27033567646188533, 0.2740316591146935, 0.2731345397524653, 0.27049798149483684, 0.2729299584417522, 0.31472906479410073, 0.03429686247215281, 0.03770041023308096, 0.2855084894923942, 0.33459721377784163, 0.04116330475965057, 0.08646322256569608, 0.04726905114992464, 0.08875062473025691, 0.04317166452436614, 0.09022380342095455, 0.3686936122313389, 0.0934247708370036, 0, 0.4031778491685019, 0.39892517924873144, 0.4131356843608455, 0.06813786536677761, 0.439159237905153, 0.4791607967603099, 0.4702742251251905, 0.4428238762652628, 0.05021373019682183, 0, 0, 0, 0, 0, 0, 0.11660173609719984, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.07645689325743206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.11168923949365914, 0, 0.1296932730965512, 0, 0, 0, 0, 0.1330866846115303, 0, 0, 0, 0, 0, 0, 0, 0.216875334929623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.30288504992582976, 0, 0, 0, 0, 0.25640754470151195, 0, 0, 0, 0, 0.5899828725112612, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4718342774226785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.4992634101147655, 0, 0, 0, 0, 0.47841053501758735, 0, 0, 0, 0, 0.6094474000607915, 0, 0, 0, , 0.20222845805044412
problem, 0.024491384949707835, 0, 0.03748826961141741, 0.03859975800940398, 0.03846905365955539, 0.03826607023525499, 0.03913466557386946, 0.038869867651921804, 0.042397076349620026, 0, 0.0468150837968626, 0.04531606232057124, 0, 0, 0.0464460260723726, 0, 0, 0, 0, 0, 0, 0, 0.04721545979913889, 0.05190102171055373, 0, 0, 0.056668284530605, 0.059515659959702, 0.06507388208250338, 0.06109015886660603, 0.05943313305895447, 0.062104199280711835, 0, 0.06430753710022127, 0, 0, 0, 0, 0.09380335141840997, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.15375921927526232, 0, 0.1785448312387446, 0, 0, 0, 0, 0.18321643888499858, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.015656396752292447
provider, 0.01838189011440797, 0.5862079838434604, 0.02813663882183171, 0.028970861044755544, 0.028872761529300392, 0.02872041330529435, 0.029372333321295265, 0.029173590526073167, 0, 0.03091673805544152, 0, 0, 0.03269974119675829, 0.034018045327123, 0, 0, 0.03491564178592769, 0.03539300240677289, 0.035277133503708605, 0.03493660455512174, 0.03525071047344327, 0.03613274817702488, 0, 0, 0.03687531100751042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.05207308758440156, 0.05152382711868781, 0, 0, 0, 0.0550104783521328, 0.05399024764907101, 0, 0, 0, 0, 0, 0.0644519873963639, 0, 0, 0, 0, 0, 0, 0, 0, 0.08041804028063346, 0, 0.08198575143255442, 0, 0, 0, 0.11994717362253444, 0, 0.11971152950618333, 0.12274171802140962, 0, 0, 0, 0, 0.11464906645938129, 0, 0, 0, 0.16103578507205757, 0, 0, 0, 0.17183693495435062, 0.15847305219276006, 0, 0, 0, 0, 0, 0, 0, 0.10754757795948244, 0, 0.10069037009635433, 0, 0, 0, 0, 0, 0.12362321751241258, 0, 0, 0, 0, 0, 0, 0, 0, 0.18502046429310423, 0, 0, 0, 0.24511097716017025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.38329397566397283, 0.16630547778066831, 0.19808124159610108, 0, 0.21405130496047403, 0, 0.2191830683321267, 0.2388348661977148, 0, 0, 0, 0, 0.4335898548034778, 0, 0, 0, 0, 0.2141012372422086, 0.20320051383071458, 0, 0.3209615714207142, 0, 0.47684700874219854, 0, 0, 0, 0, 0.2640415381699112, 0.20990928318566227, 0.19808124159610108, 0.16250805249164613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.05544973849770242
query, 0.05344546511364118, 0.02506475775473629, 0.08180746045199394, 0.04211648349660198, 0.041973871006855505, 0.04175239428056233, 0.042700125124757494, 0.04241120213962049, 0, 0.0449453085315351, 0, 0, 0.04753735514898456, 0.04945384406742693, 0, 0, 0.05075872783962325, 0.051452692395205356, 0.0512842476004118, 0.05078920253353864, 0.0512458350341998, 0.05252810021537226, 0, 0, 0.05360760334601862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 0.013046997293577039
